article_id,collected_at,published_at,source,title,url,summary,classified,category,event_tags,signal_type,sector,woomi_relevance,claude_rationale,access_limited,korean_summary
c97f0eec963a,2026-09-04 13:02:46,2025-10-30 07:00:00,Player — Article Student Living,Article Student Living Acquires 95-Bed Student Housing Community Near Oregon State University - REBusinessOnline,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNUmY0STZfSUQzVWpKX016aWJ4eXNnWnNNVUJ0SlFSVjI0TThoZFhqV04wbU1pRFdtMWQ1U3dMcTJiQkc1amRoOHpKN1h1VTZSeHVWUU9aM3JWT0tVc3N3dHhydzZQRmphSV9HUHJ3c2Z1amZxT1pXM3YzRi0tUEI2WUdhbUdUMXdDY1ppTU4yTzRtQ2d4TnpuWkxvcVBnaGlPWXNRWWlOM2x3WGcydUhjSFptLWl1bGJaTHl1MDFvZkM?oc=5,Article Student Living Acquires 95-Bed Student Housing Community Near Oregon State University    REBusinessOnline,False,,,,Student Housing,,,False,
fabfe6e1d830,2026-09-04 13:02:47,2025-10-26 07:00:00,Player — Campus Apartments,Schools Share How They Navigate Housing Shortages - Pepperdine Graphic,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOdlc0UVNoLXZMNWhOcmhrajZVUFFlNmtzbVYzQ3lzbEljNzMzbVU0dlNxcWxrU1MtZjdWNU90UjFlZWRtNkNiZV9sYzhxRUxQMjRFRlgwX1BzQ3pNdXJuUmlDbjJ3QnNtZHRQNVRZSXJBb2E0TENpa2VZSVRReHJZSXR1MnJGT3dl?oc=5,Schools Share How They Navigate Housing Shortages    Pepperdine Graphic,False,,,,Student Housing,,,False,
f165d6ec9d68,2026-09-04 13:02:47,2025-10-24 20:02:04,Player — Campus Apartments,Athens apartments are pushing for early leases and raising prices - The Red & Black,https://news.google.com/rss/articles/CBMi6gFBVV95cUxPYUtrZkRHblhCZ0h6ZlJvNzRPNXJVd2hLajBfNnk2ZDZTT0NDSWRiZ2dVUDNZMlZkRnBVbGliUUpqeURpSkliNUNUcmRULTVOSDg2bGVsd0NxZjExcktfQUZ4c24wT3pEU0QtSnpuNXBrVEp0Q1FUSWlPNjlLaF9qMDg4eDFUcEtBTXZIbF9hOHl3VHZrSDltVTE2ZGduMGt4V2txb1lMMk9qOVRSTHAtWjVURWJ4WVo5aDFudnMtdU9vODM4MG1xUTVkNGhQRlRuT1ZaV2E4ejd2TFJTZEh1cGhUOWZqN2FKN3c?oc=5,Athens apartments are pushing for early leases and raising prices    The Red & Black,False,,,,Student Housing,,,False,
d299d8def434,2026-09-04 13:02:57,2025-10-28 07:00:00,Player — Greystar,"The Future of Student Housing: Innovation, Design, and Community - spur.org",https://news.google.com/rss/articles/CBMimAFBVV95cUxNdmNxOHFzTGx4V2dqSWVSSXlYRjNaMFlPSUx1V1IyUjhNS1NWUGpzUUU0Z2tzYzdCNWpRZ2lNdXF4WFQwRzJLVUpUQ3BzZnRnTzdYeTBUMncxTS1tcGQ1Z25vMlNqNVFNVHgtSEVYaWNKb3lqcmpCWVNTVEM1aHZjaFZJUHdVbm0xTVBrcms0VklxTFN1TmlwWA?oc=5,"The Future of Student Housing: Innovation, Design, and Community    spur.org",False,,,,Student Housing,,,False,
679d726da2e8,2026-09-04 13:03:00,2025-10-07 07:00:00,Player — Hawkins Way Capital,When converting a hotel to residential makes sense - Hotel Investment Today,https://news.google.com/rss/articles/CBMiqgFBVV95cUxORkE5THlwRzBZaVFTTVdWLUFoMmJGaUUtVFJoLThxa0k0MFBoQWoxaktJbHFoOC1FNEd4OG1xSEh0M284aTNMd25YdUNmQWNtaHpBT2dqODlUcW9pZzdEdWQ4NG9iTUxUYlR0UE1jLTNHNTZSdU1tOE5SRGJMTGF3VXlRWnFMcGpMUWFReTU1RGhzTnVsOW1fc2tVOXFCM2cza05DdXg5WG40QQ?oc=5,When converting a hotel to residential makes sense    Hotel Investment Today,False,,,,Student Housing,,,False,
581f94258ba7,2026-09-04 13:03:01,2025-10-29 07:00:00,Player — Affinius Capital,Affinius Capital Provides $76.3M Acquisition Loan for 1.3 MSF Warehouse Near Columbus - REBusinessOnline,https://news.google.com/rss/articles/CBMitAFBVV95cUxObUdYUnRDOWJRZU0tVFdzUngyTzRZNDNtN3hJV21aSkJvcHA4dVBpdmJFYVVtLWdfMklMd0pOTUtBekN0MkxnT3pPTHlJel9aX1BYNjFhUDFFeXlqTy1uN1FyejVsQ0hZMHRhMHZtUWNGc1g1WGNYWlZESnpEQTRmY2JodnlRU0J5R1J4ZTF5SkFITkpMOEpoejFoUEEzbl96TS1aUUdxRXU2aERCQjFNLWhQREo?oc=5,Affinius Capital Provides $76.3M Acquisition Loan for 1.3 MSF Warehouse Near Columbus    REBusinessOnline,False,,,,Student Housing,,,False,
ee248a048612,2026-09-04 13:03:01,2025-10-07 07:00:00,Player — Affinius Capital,Post Brothers Picks Up $170M for Philadelphia Luxury Project - Multifamily Housing News,https://news.google.com/rss/articles/CBMingFBVV95cUxQOWJWdUZYd0pqT3FkWmowR25OQnhqYW9TSHBoQUp0N2FNWVYwMW1DRmo0dzh4bTlXWHpubjRxTE5NVTFMcTdrMDF2Ml9xR1QyRUZZZGhRLXpWYXNlN3lFb2gxdHhQaEhZRHc2OXZuRDVTd0h5T0t4Wjk5VmNhQTJiNnFycmxKSkRFbGJrNzBMVEF4ZnBHTTI4MUdVYlZodw?oc=5,Post Brothers Picks Up $170M for Philadelphia Luxury Project    Multifamily Housing News,False,,,,Student Housing,,,False,
321f65f76d41,2026-09-04 13:03:04,2025-10-29 07:00:00,Player — Nuveen,Why global investment firm Nuveen is betting on this niche real estate subsector - CNBC,https://news.google.com/rss/articles/CBMipAFBVV95cUxNYUpTQzZLQTkwMHp1Ty15M0NZb19iVS1CS0tpOHFkVkFLTFlicVFEVmtuS25TYlktblF2NHY2TzVYR1RGWXZjMkhZeGNyUWpfd2lqc3U3RUZoZlNEWlZsTnQwaVFUR2NLTDVPd1hHOUNCdWpJWHVyNDNCVjQ2RVplRWh1Y2JoLWxuWUhnLXdrcl9nc3hveFFkcFRJcXZCYURucVhCN9IBqgFBVV95cUxOcDRHalhJRmRRb0NXQXFTdzh1LTlJRGVPZzFNdnMyNm1zalRPRDZxNjk4bld6NUlNaFNhdEdpdm85REhlSHlPMDczSWQ2d05YMl9DMVBEZFQ1ZEk0bERLbEN1aUI0RWVGWTdleEE2Z0RqNWFkQzZfYVRVQjJ6YWIyQ05PU0RpSTYwS0JzdktJcllQc0tERXhQWER1NGxQV0xlVVQ1cEoxeF9Wdw?oc=5,Why global investment firm Nuveen is betting on this niche real estate subsector    CNBC,False,,,,Student Housing,,,False,
1cd433c12d8e,2026-09-04 21:04:08,2025-10-21 07:00:00,Player — Brookfield,Brookfield and The MESH Group acquire Nordic housing portfolio - IPE Real Assets,https://news.google.com/rss/articles/CBMisAFBVV95cUxPQzBQU05PRFppSU5saF83RTdZTG1mT3ItWXRsd1IyVjN1dXVxdEtlWU1ZN2hhdFZ3Zk9YSmVMNW5yeDNJeFEycTlJS2tWTG8wbWhrTnVwRGtudnpjN2U4MWs1QlBYbWFrcTFteTcybGFlYzJiS3REc2dTbnpiQ0VIWXVFMEpxZFN1ZTFHMTl4UWtTYU9WeUlVTVFxMEY1WE5MYVBvUkJEdkJEQ2V0RF92Mg?oc=5,Brookfield and The MESH Group acquire Nordic housing portfolio    IPE Real Assets,False,,,,Student Housing,,,False,
0e5ada8c2432,2026-09-04 21:04:08,2025-10-16 07:00:00,Player — Brookfield,Brookfield seals Nordic resi entry with new partner - Green Street News,https://news.google.com/rss/articles/CBMikgFBVV95cUxPNFdOcUFTTzQ5cDZ0SVgxSThBOXpfQVpFWG52dUxfMVpTeFhBQTB2STlpOUFXdFBxelFSQ2RIN3V1YlFQLUVMbDZySVJmUWhOOUZpYjdORXhhaG9sQjR3MlB5Q21kS0szcDNnT05SWUI5WlNneDN1NHNLNENoS2ZacE5jTG91ekk2TFBHdnhFZjN2dw?oc=5,Brookfield seals Nordic resi entry with new partner    Green Street News,False,,,,Student Housing,,,False,
